id	length	gene	biotype	chr
ENSG00000270682	148	AP003357.1	processed_pseudogene	chr8
ENSG00000270861	233	AP002906.1	processed_pseudogene	chr8
ENSG00000253639	252	SUMO2P18	processed_pseudogene	chr8
ENSG00000243504	432	RPS23P1	processed_pseudogene	chr8
ENSG00000132561	4133	MATN2	protein_coding	chr8
ENSG00000156482	1129	RPL30	protein_coding	chr8
ENSG00000245970	1989	AP003352.1	lncRNA	chr8
ENSG00000207067	132	SNORA72	snoRNA	chr8
ENSG00000252755	107	RNU6-703P	snRNA	chr8
ENSG00000177459	1503	ERICH5	protein_coding	chr8
ENSG00000132541	987	RIDA	protein_coding	chr8
ENSG00000104356	4739	POP1	protein_coding	chr8
ENSG00000104361	4581	NIPAL2	protein_coding	chr8
ENSG00000252558	109	RNU6-914P	snRNA	chr8
ENSG00000104375	5333	STK3	protein_coding	chr8
ENSG00000278914	114	AP003355.3	TEC	chr8
ENSG00000253468	587	AP003355.1	processed_pseudogene	chr8
ENSG00000156486	5288	KCNS2	protein_coding	chr8
ENSG00000272321	2622	AP003355.2	lncRNA	chr8
ENSG00000207378	107	RNU6-748P	snRNA	chr8
ENSG00000253911	301	AP003467.1	lncRNA	chr8
ENSG00000254112	319	AP003467.2	processed_pseudogene	chr8
ENSG00000240870	574	RPL19P14	processed_pseudogene	chr8
ENSG00000253415	1069	AC016877.2	processed_pseudogene	chr8
ENSG00000254312	258	MRPL57P7	processed_pseudogene	chr8
ENSG00000223281	318	RN7SKP85	misc_RNA	chr8
ENSG00000271930	504	AC016877.3	lncRNA	chr8
ENSG00000164920	2126	OSR2	protein_coding	chr8
ENSG00000253948	2836	VPS13B-DT	lncRNA	chr8
ENSG00000229625	464	AC016877.1	lncRNA	chr8
ENSG00000253180	436	AC104986.1	processed_pseudogene	chr8
ENSG00000132549	14086	VPS13B	protein_coding	chr8
ENSG00000253562	493	AC107909.2	lncRNA	chr8
ENSG00000253532	595	AC107909.1	lncRNA	chr8
ENSG00000236583	1412	AP004290.1	processed_pseudogene	chr8
ENSG00000237704	1457	AP004289.2	processed_pseudogene	chr8
ENSG00000225017	2205	AP004289.1	processed_pseudogene	chr8
ENSG00000206699	102	Y_RNA	misc_RNA	chr8
ENSG00000207804	95	MIR599	miRNA	chr8
ENSG00000216069	76	MIR875	miRNA	chr8
ENSG00000243254	299	RN7SL350P	misc_RNA	chr8
ENSG00000235683	2061	AC018442.1	processed_pseudogene	chr8
ENSG00000253539	648	AC018442.2	lncRNA	chr8
ENSG00000253912	183	AC018442.3	processed_pseudogene	chr8
ENSG00000164919	745	COX6C	protein_coding	chr8
ENSG00000287952	1749	AC105328.1	lncRNA	chr8
ENSG00000132554	4253	RGS22	protein_coding	chr8
ENSG00000212414	67	SNORD77B	snoRNA	chr8
ENSG00000221753	103	AC021590.1	miRNA	chr8
ENSG00000156509	3260	FBXO43	protein_coding	chr8
ENSG00000147669	1021	POLR2K	protein_coding	chr8
ENSG00000104450	3748	SPAG1	protein_coding	chr8
ENSG00000202310	108	Y_RNA	misc_RNA	chr8
ENSG00000253299	253	UFM1P3	processed_pseudogene	chr8
ENSG00000199667	102	Y_RNA	misc_RNA	chr8
ENSG00000034677	4330	RNF19A	protein_coding	chr8
ENSG00000253217	546	AP001574.1	lncRNA	chr8
ENSG00000253824	1465	AP003472.1	lncRNA	chr8
ENSG00000265599	83	MIR4471	miRNA	chr8
ENSG00000253842	1943	AP003472.2	lncRNA	chr8
ENSG00000253666	1669	AP000424.1	lncRNA	chr8
ENSG00000254364	233	AP000424.2	lncRNA	chr8
ENSG00000186106	3270	ANKRD46	protein_coding	chr8
ENSG00000251013	990	GAPDHP62	processed_pseudogene	chr8
ENSG00000174226	2450	SNX31	protein_coding	chr8
ENSG00000253740	449	AP001205.1	lncRNA	chr8
ENSG00000252764	87	RNU6-1092P	snRNA	chr8
ENSG00000070756	3429	PABPC1	protein_coding	chr8
ENSG00000284570	57	MIR7705	miRNA	chr8
ENSG00000221527	126	RNU6ATAC41P	snRNA	chr8
ENSG00000202001	97	Y_RNA	misc_RNA	chr8
ENSG00000242399	354	RPS20P23	processed_pseudogene	chr8
ENSG00000222795	133	RNU4-83P	snRNA	chr8
ENSG00000212994	348	RPS26P6	processed_pseudogene	chr8
ENSG00000275041	284	Metazoa_SRP	misc_RNA	chr8
ENSG00000260368	1142	AC027373.1	lncRNA	chr8
ENSG00000164924	5248	YWHAZ	protein_coding	chr8
ENSG00000242315	298	RN7SL685P	misc_RNA	chr8
ENSG00000248599	2368	FLJ42969	lncRNA	chr8
ENSG00000253395	430	AP003469.2	lncRNA	chr8
ENSG00000253355	498	AP003469.1	lncRNA	chr8
ENSG00000202360	355	RN7SKP249	misc_RNA	chr8
ENSG00000253737	473	AP003469.3	lncRNA	chr8
ENSG00000261087	2825	ZNNT1	lncRNA	chr8
ENSG00000120963	3502	ZNF706	protein_coding	chr8
ENSG00000271882	411	AP001330.4	lncRNA	chr8
ENSG00000253942	633	AP001330.2	processed_pseudogene	chr8
ENSG00000253679	979	LINC02844	lncRNA	chr8
ENSG00000287479	2163	AP001330.5	lncRNA	chr8
ENSG00000253282	731	AP001330.1	lncRNA	chr8
ENSG00000239115	62	RNU7-67P	snRNA	chr8
ENSG00000271560	154	AP001330.3	processed_pseudogene	chr8
ENSG00000228224	1555	NACA4P	transcribed_processed_pseudogene	chr8
ENSG00000254063	589	DUXAP2	unprocessed_pseudogene	chr8
ENSG00000253644	602	LINC02845	lncRNA	chr8
ENSG00000239211	298	RN7SL563P	misc_RNA	chr8
ENSG00000254084	578	AP001208.1	lncRNA	chr8
ENSG00000254024	491	AP001207.3	lncRNA	chr8
ENSG00000083307	5232	GRHL2	protein_coding	chr8
ENSG00000253991	539	AP001207.2	processed_pseudogene	chr8
ENSG00000253153	481	AP001207.1	processed_pseudogene	chr8
ENSG00000104490	3808	NCALD	protein_coding	chr8
ENSG00000253629	361	AP000426.1	lncRNA	chr8
ENSG00000238372	105	AP001329.1	snoRNA	chr8
ENSG00000282989	720	PDCL3P2	processed_pseudogene	chr8
ENSG00000266756	84	MIR5680	miRNA	chr8
ENSG00000254492	176	AP001328.1	processed_pseudogene	chr8
ENSG00000048392	4774	RRM2B	protein_coding	chr8
ENSG00000246263	2376	UBR5-AS1	lncRNA	chr8
ENSG00000253328	295	SUMO2P19	unprocessed_pseudogene	chr8
ENSG00000104517	10895	UBR5	protein_coding	chr8
ENSG00000272037	1430	AP002907.1	lncRNA	chr8
ENSG00000253923	975	AP002981.1	processed_pseudogene	chr8
ENSG00000221387	126	RNU6ATAC8P	snRNA	chr8
ENSG00000271612	302	HSPE1P14	processed_pseudogene	chr8
ENSG00000240724	385	RPS12P15	processed_pseudogene	chr8
ENSG00000253633	1641	AP002852.1	lncRNA	chr8
ENSG00000252593	99	RNU6-1224P	snRNA	chr8
ENSG00000155087	1026	ODF1	protein_coding	chr8
ENSG00000253382	823	POU5F1P2	processed_pseudogene	chr8
ENSG00000155090	3659	KLF10	protein_coding	chr8
ENSG00000283959	2130	AP002851.1	lncRNA	chr8
ENSG00000250684	429	ADI1P2	processed_pseudogene	chr8
ENSG00000253669	2770	GASAL1	lncRNA	chr8
ENSG00000155096	4196	AZIN1	protein_coding	chr8
ENSG00000253385	770	AP003696.1	lncRNA	chr8
ENSG00000253320	4569	MAILR	lncRNA	chr8
ENSG00000253263	533	AP003354.1	lncRNA	chr8
ENSG00000244052	885	RPL5P24	processed_pseudogene	chr8
ENSG00000201216	98	Y_RNA	misc_RNA	chr8
ENSG00000253663	846	NPM1P52	processed_pseudogene	chr8
ENSG00000254236	414	AP003550.1	lncRNA	chr8
ENSG00000155097	5635	ATP6V1C1	protein_coding	chr8
ENSG00000253795	940	MTND1P5	processed_pseudogene	chr8
ENSG00000253556	1409	MTCO1P4	processed_pseudogene	chr8
ENSG00000253977	247	MTCO2P4	processed_pseudogene	chr8
ENSG00000250929	556	LINC01181	lncRNA	chr8
ENSG00000236939	496	BAALC-AS2	lncRNA	chr8
ENSG00000164929	2817	BAALC	protein_coding	chr8
ENSG00000247081	4533	BAALC-AS1	lncRNA	chr8
ENSG00000265657	76	MIR3151	miRNA	chr8
ENSG00000253851	583	AC025370.1	lncRNA	chr8
ENSG00000164930	3728	FZD6	protein_coding	chr8
ENSG00000286337	617	AC025370.2	lncRNA	chr8
ENSG00000164932	1240	CTHRC1	protein_coding	chr8
ENSG00000266289	777	AC012213.3	lncRNA	chr8
ENSG00000207399	107	RNU6-1011P	snRNA	chr8
ENSG00000164933	2891	SLC25A32	protein_coding	chr8
ENSG00000285982	2879	AC012213.5	protein_coding	chr8
ENSG00000164934	5300	DCAF13	protein_coding	chr8
ENSG00000261670	4597	AC012213.2	lncRNA	chr8
ENSG00000271830	354	AC012213.4	lncRNA	chr8
ENSG00000253477	722	AC012213.1	lncRNA	chr8
ENSG00000176406	8002	RIMS2	protein_coding	chr8
ENSG00000255105	291	PTMAP15	processed_pseudogene	chr8
ENSG00000254644	376	AC007751.1	processed_pseudogene	chr8
ENSG00000239344	749	AC090686.1	processed_pseudogene	chr8
ENSG00000147647	2122	DPYS	protein_coding	chr8
ENSG00000164935	1953	DCSTAMP	protein_coding	chr8
ENSG00000179577	1989	AP003471.1	lncRNA	chr8
ENSG00000279138	2245	AP002847.1	TEC	chr8
ENSG00000208032	97	MIR548A3	miRNA	chr8
ENSG00000147650	5008	LRP12	protein_coding	chr8
ENSG00000253454	344	NDUFA5P2	processed_pseudogene	chr8
ENSG00000169946	4961	ZFPM2	protein_coding	chr8
ENSG00000283157	557	AC012564.1	lncRNA	chr8
ENSG00000243939	416	AC090142.2	processed_pseudogene	chr8
ENSG00000253997	385	AC090142.3	processed_pseudogene	chr8
ENSG00000240271	462	AC090142.1	processed_pseudogene	chr8
ENSG00000254041	1031	AC021546.1	lncRNA	chr8
ENSG00000253318	1980	TMCC1P1	processed_pseudogene	chr8
ENSG00000243171	536	AC041039.1	processed_pseudogene	chr8
ENSG00000251003	987	ZFPM2-AS1	lncRNA	chr8
ENSG00000253420	649	AC103853.1	lncRNA	chr8
ENSG00000254141	716	AC103853.2	lncRNA	chr8
ENSG00000243601	486	RPL12P24	processed_pseudogene	chr8
ENSG00000253526	445	AC090802.1	lncRNA	chr8
ENSG00000201627	113	Y_RNA	misc_RNA	chr8
ENSG00000213708	1117	SLC16A14P1	unprocessed_pseudogene	chr8
ENSG00000254021	489	AC027031.1	lncRNA	chr8
ENSG00000164830	4691	OXR1	protein_coding	chr8
ENSG00000253582	504	AC090579.1	lncRNA	chr8
ENSG00000253676	587	TAGLN2P1	processed_pseudogene	chr8
ENSG00000251892	62	RNU7-84P	snRNA	chr8
ENSG00000174429	2754	ABRA	protein_coding	chr8
ENSG00000275905	605	AP003789.1	unprocessed_pseudogene	chr8
ENSG00000287289	2983	AP000428.2	lncRNA	chr8
ENSG00000254146	610	HMGB1P46	processed_pseudogene	chr8
ENSG00000287208	444	AP000428.1	lncRNA	chr8
ENSG00000154188	4353	ANGPT1	protein_coding	chr8
ENSG00000286766	2561	AC091010.1	lncRNA	chr8
ENSG00000248838	754	PGAM1P13	processed_pseudogene	chr8
ENSG00000287949	2932	AC025508.1	lncRNA	chr8
ENSG00000200806	118	RNA5SP275	rRNA_pseudogene	chr8
ENSG00000147655	3084	RSPO2	protein_coding	chr8
ENSG00000253228	850	NRBF2P4	processed_pseudogene	chr8
ENSG00000230948	1015	AURKBP1	processed_pseudogene	chr8
ENSG00000104408	7938	EIF3E	protein_coding	chr8
ENSG00000253754	447	AC087620.1	lncRNA	chr8
ENSG00000243287	395	RPS17P14	processed_pseudogene	chr8
ENSG00000104412	3527	EMC2	protein_coding	chr8
ENSG00000253657	532	AC022634.1	processed_pseudogene	chr8
ENSG00000253949	382	AC022634.2	lncRNA	chr8
ENSG00000164841	6283	TMEM74	protein_coding	chr8
ENSG00000253580	943	TRMT10BP1	processed_pseudogene	chr8
ENSG00000253796	1111	AC104248.1	lncRNA	chr8
ENSG00000174417	3694	TRHR	protein_coding	chr8
ENSG00000120526	7340	NUDCD1	protein_coding	chr8
ENSG00000250267	1643	AC021237.1	lncRNA	chr8
ENSG00000120533	2966	ENY2	protein_coding	chr8
ENSG00000205038	19969	PKHD1L1	protein_coding	chr8
ENSG00000254185	987	MAPK6P5	processed_pseudogene	chr8
ENSG00000147654	2383	EBAG9	protein_coding	chr8
ENSG00000147642	3435	SYBU	protein_coding	chr8
ENSG00000248050	3075	AC079061.1	lncRNA	chr8
ENSG00000255099	2978	AC023245.2	processed_pseudogene	chr8
ENSG00000283555	106	U2	snRNA	chr8
ENSG00000241385	517	AC023245.1	processed_pseudogene	chr8
ENSG00000164794	6912	KCNV1	protein_coding	chr8
ENSG00000255402	553	AC027451.1	lncRNA	chr8
ENSG00000240590	889	RPSAP48	processed_pseudogene	chr8
ENSG00000253956	773	AC073023.1	lncRNA	chr8
ENSG00000253107	1111	AC090819.1	processed_pseudogene	chr8
ENSG00000253122	202	AC025366.1	lncRNA	chr8
ENSG00000253717	476	AP005357.1	lncRNA	chr8
ENSG00000253994	501	NDUFB9P3	processed_pseudogene	chr8
ENSG00000253877	3928	LINC01608	lncRNA	chr8
ENSG00000254241	1271	MTCO1P47	processed_pseudogene	chr8
ENSG00000253103	1379	LINC01609	lncRNA	chr8
ENSG00000253489	191	AC009930.1	lncRNA	chr8
ENSG00000254124	715	EEF1A1P37	processed_pseudogene	chr8
ENSG00000253434	1674	LINC02237	lncRNA	chr8
ENSG00000255033	266	SERPINA15P	processed_pseudogene	chr8
ENSG00000253156	340	H2AZP7	processed_pseudogene	chr8
ENSG00000287942	400	AC022360.1	lncRNA	chr8
ENSG00000222146	84	RNU4-37P	snRNA	chr8
ENSG00000164796	13052	CSMD3	protein_coding	chr8
ENSG00000286946	1454	AC024996.1	lncRNA	chr8
ENSG00000230169	429	RPL30P16	processed_pseudogene	chr8
ENSG00000238399	91	MIR2053	miRNA	chr8
ENSG00000227514	521	AC107890.1	processed_pseudogene	chr8
ENSG00000287819	792	AC055788.2	lncRNA	chr8
ENSG00000286937	1873	AC055788.1	lncRNA	chr8
ENSG00000253207	1584	AC103993.1	lncRNA	chr8
ENSG00000206719	113	Y_RNA	misc_RNA	chr8
ENSG00000254339	877	AC064802.1	lncRNA	chr8
ENSG00000253499	512	AC025881.1	processed_pseudogene	chr8
ENSG00000253756	277	CARS1P2	processed_pseudogene	chr8
ENSG00000104447	9964	TRPS1	protein_coding	chr8
ENSG00000227170	402	AF178030.1	lncRNA	chr8
ENSG00000249917	2692	LINC00536	lncRNA	chr8
ENSG00000199450	94	RNA5SP276	rRNA_pseudogene	chr8
ENSG00000287826	2209	AC090994.1	lncRNA	chr8
ENSG00000253672	555	AC105177.1	lncRNA	chr8
ENSG00000147677	3961	EIF3H	protein_coding	chr8
ENSG00000147679	3672	UTP23	protein_coding	chr8
ENSG00000164754	3660	RAD21	protein_coding	chr8
ENSG00000253327	2010	RAD21-AS1	lncRNA	chr8
ENSG00000283956	73	MIR3610	miRNA	chr8
ENSG00000205002	2291	AARD	protein_coding	chr8
ENSG00000164756	5430	SLC30A8	protein_coding	chr8
ENSG00000244033	303	RN7SL228P	misc_RNA	chr8
ENSG00000253271	328	AC027419.1	processed_pseudogene	chr8
ENSG00000253622	497	AC027419.2	lncRNA	chr8
ENSG00000240151	288	RN7SL826P	misc_RNA	chr8
ENSG00000286308	1079	AC084114.1	lncRNA	chr8
ENSG00000252852	134	AP002848.1	snoRNA	chr8
ENSG00000164758	985	MED30	protein_coding	chr8
ENSG00000239917	496	RPS10P16	unprocessed_pseudogene	chr8
ENSG00000182197	8243	EXT1	protein_coding	chr8
ENSG00000177570	8809	SAMD12	protein_coding	chr8
ENSG00000225885	1816	AC023590.1	lncRNA	chr8
ENSG00000281641	2548	SAMD12-AS1	lncRNA	chr8
ENSG00000242206	346	RPS26P35	processed_pseudogene	chr8
ENSG00000164761	2087	TNFRSF11B	protein_coding	chr8
ENSG00000207334	107	RNU6-12P	snRNA	chr8
ENSG00000254247	297	AC107953.1	processed_pseudogene	chr8
ENSG00000184374	3133	COLEC10	protein_coding	chr8
ENSG00000254278	1408	AC107953.2	lncRNA	chr8
ENSG00000147676	2826	MAL2	protein_coding	chr8
ENSG00000253972	1033	MAL2-AS1	lncRNA	chr8
ENSG00000276479	95	MIR548AZ	miRNA	chr8
ENSG00000286282	4872	AC021733.4	lncRNA	chr8
ENSG00000206776	122	AC021733.1	snoRNA	chr8
ENSG00000136999	2463	CCN3	protein_coding	chr8
ENSG00000253398	325	AC021733.2	lncRNA	chr8
ENSG00000254037	497	AC021733.3	processed_pseudogene	chr8
ENSG00000136960	3647	ENPP2	protein_coding	chr8
ENSG00000253495	313	CYCSP23	processed_pseudogene	chr8
ENSG00000201896	316	RN7SKP153	misc_RNA	chr8
ENSG00000064313	5027	TAF2	protein_coding	chr8
ENSG00000286362	1037	AP005717.2	lncRNA	chr8
ENSG00000136982	2198	DSCC1	protein_coding	chr8
ENSG00000279347	1650	AC021945.1	TEC	chr8
ENSG00000244642	295	RN7SL396P	misc_RNA	chr8
ENSG00000245330	1899	AP005717.1	lncRNA	chr8
ENSG00000155792	2569	DEPTOR	protein_coding	chr8
ENSG00000202356	98	RNA5SP277	rRNA_pseudogene	chr8
ENSG00000254343	522	AC091563.1	lncRNA	chr8
ENSG00000187955	8009	COL14A1	protein_coding	chr8
ENSG00000172172	2367	MRPL13	protein_coding	chr8
ENSG00000172167	3375	MTBP	protein_coding	chr8
ENSG00000172164	5164	SNTB1	protein_coding	chr8
ENSG00000250290	1814	NCAPGP1	processed_pseudogene	chr8
ENSG00000248318	1973	AC104958.1	lncRNA	chr8
ENSG00000272502	1141	AC104958.2	lncRNA	chr8
ENSG00000253619	776	AC068413.1	lncRNA	chr8
ENSG00000271219	562	AC011626.1	processed_pseudogene	chr8
ENSG00000239872	329	RPL35AP19	processed_pseudogene	chr8
ENSG00000170961	4240	HAS2	protein_coding	chr8
ENSG00000248690	1656	HAS2-AS1	lncRNA	chr8
ENSG00000254209	617	LINC02855	lncRNA	chr8
ENSG00000254303	790	AC037486.1	lncRNA	chr8
ENSG00000253814	130	MRPS36P3	processed_pseudogene	chr8
ENSG00000255364	553	SMILR	lncRNA	chr8
ENSG00000253819	3084	LINC01151	lncRNA	chr8
ENSG00000255325	631	AC108136.1	lncRNA	chr8
ENSG00000238901	104	AC100872.1	snoRNA	chr8
ENSG00000263443	501	AC100872.2	lncRNA	chr8
ENSG00000235165	877	CDK5P1	processed_pseudogene	chr8
ENSG00000272384	860	AC016405.3	lncRNA	chr8
ENSG00000272043	312	AC016405.2	lncRNA	chr8
ENSG00000178764	4361	ZHX2	protein_coding	chr8
ENSG00000253372	758	AC016405.1	lncRNA	chr8
ENSG00000259631	326	AC104316.2	lncRNA	chr8
ENSG00000253607	625	AC104316.1	lncRNA	chr8
ENSG00000136986	5513	DERL1	protein_coding	chr8
ENSG00000156787	3478	TBC1D31	protein_coding	chr8
ENSG00000253463	577	HMGB1P19	processed_pseudogene	chr8
ENSG00000287657	540	AC068228.3	lncRNA	chr8
ENSG00000147689	5393	FAM83A	protein_coding	chr8
ENSG00000221461	216	U3	snoRNA	chr8
ENSG00000253258	777	AC068228.1	lncRNA	chr8
ENSG00000253410	58	AC068228.2	transcribed_processed_pseudogene	chr8
ENSG00000204949	1347	FAM83A-AS1	lncRNA	chr8
ENSG00000266324	76	MIR4663	miRNA	chr8
ENSG00000189376	1310	C8orf76	protein_coding	chr8
ENSG00000259305	1257	ZHX1-C8orf76	protein_coding	chr8
ENSG00000243498	211	UBA52P5	processed_pseudogene	chr8
ENSG00000165156	5200	ZHX1	protein_coding	chr8
ENSG00000222607	107	RNU6-628P	snRNA	chr8
ENSG00000253336	2149	AC018992.1	processed_pseudogene	chr8
ENSG00000156802	5547	ATAD2	protein_coding	chr8
ENSG00000252297	106	RNU6-875P	snRNA	chr8
ENSG00000283172	97	MIR548D1	miRNA	chr8
ENSG00000207704	97	MIR548AA1	miRNA	chr8
ENSG00000254388	463	DUTP2	processed_pseudogene	chr8
ENSG00000254294	1514	IMPDH1P6	processed_pseudogene	chr8
ENSG00000156795	3502	NTAQ1	protein_coding	chr8
ENSG00000278374	127	U4	snRNA	chr8
ENSG00000156804	6744	FBXO32	protein_coding	chr8
ENSG00000254113	537	AC090193.1	lncRNA	chr8
ENSG00000251840	288	RN7SKP155	misc_RNA	chr8
ENSG00000253286	1076	AC135166.1	lncRNA	chr8
ENSG00000175946	1982	KLHL38	protein_coding	chr8
ENSG00000104537	1964	ANXA13	protein_coding	chr8
ENSG00000176853	5529	FAM91A1	protein_coding	chr8
ENSG00000214814	6051	FER1L6	protein_coding	chr8
ENSG00000254000	331	AC090753.1	lncRNA	chr8
ENSG00000181171	2315	FER1L6-AS1	lncRNA	chr8
ENSG00000254249	327	AC100871.2	lncRNA	chr8
ENSG00000253868	4570	FER1L6-AS2	lncRNA	chr8
ENSG00000250727	1456	AC100871.1	processed_pseudogene	chr8
ENSG00000253885	511	ARF1P3	processed_pseudogene	chr8
ENSG00000214803	1195	AC090921.1	lncRNA	chr8
ENSG00000206724	107	RNU6-756P	snRNA	chr8
ENSG00000253227	1589	AC090192.2	lncRNA	chr8
ENSG00000237586	490	AC090192.1	processed_pseudogene	chr8
ENSG00000164983	9038	TMEM65	protein_coding	chr8
ENSG00000183665	2207	TRMT12	protein_coding	chr8
ENSG00000245149	5654	RNF139-AS1	lncRNA	chr8
ENSG00000170881	3199	RNF139	protein_coding	chr8
ENSG00000147687	2016	TATDN1	protein_coding	chr8
ENSG00000253106	2355	AC090198.1	lncRNA	chr8
ENSG00000284087	62	MIR6844	miRNA	chr8
ENSG00000147684	4555	NDUFB9	protein_coding	chr8
ENSG00000170873	4994	MTSS1	protein_coding	chr8
ENSG00000255491	3044	AC100858.2	lncRNA	chr8
ENSG00000263735	81	MIR4662B	miRNA	chr8
ENSG00000283609	67	MIR4662A	miRNA	chr8
ENSG00000249816	3536	LINC00964	lncRNA	chr8
ENSG00000250428	1228	MRS2P1	processed_pseudogene	chr8
ENSG00000255313	1231	AC100858.1	lncRNA	chr8
ENSG00000286955	1869	AC100858.3	lncRNA	chr8
ENSG00000180938	3278	ZNF572	protein_coding	chr8
ENSG00000253513	412	AC009908.1	lncRNA	chr8
ENSG00000104549	2962	SQLE	protein_coding	chr8
ENSG00000164961	4139	WASHC5	protein_coding	chr8
ENSG00000253167	587	WASHC5-AS1	lncRNA	chr8
ENSG00000156831	1188	NSMCE2	protein_coding	chr8
ENSG00000242170	299	RN7SL329P	misc_RNA	chr8
ENSG00000254431	722	AC084083.1	lncRNA	chr8
ENSG00000173334	3596	TRIB1	protein_coding	chr8
ENSG00000253111	1272	AC091114.1	lncRNA	chr8
ENSG00000286122	3061	AC016074.2	lncRNA	chr8
ENSG00000253470	636	AC016074.1	lncRNA	chr8
ENSG00000245164	5330	LINC00861	lncRNA	chr8
ENSG00000206695	104	RNU6-442P	snRNA	chr8
ENSG00000253651	454	SOD1P3	processed_pseudogene	chr8
ENSG00000254227	204	AC024681.2	lncRNA	chr8
ENSG00000250563	1378	KNOP1P5	processed_pseudogene	chr8
ENSG00000253841	487	AC024681.1	processed_pseudogene	chr8
ENSG00000248720	504	RFPL4AP5	processed_pseudogene	chr8
ENSG00000244791	1466	AC087667.1	lncRNA	chr8
ENSG00000253427	415	AC084116.2	lncRNA	chr8
ENSG00000253220	1513	AC084116.1	lncRNA	chr8
ENSG00000207138	107	RNU6-869P	snRNA	chr8
ENSG00000253530	559	AC084116.3	lncRNA	chr8
ENSG00000168672	5488	LRATD2	protein_coding	chr8
ENSG00000253438	1992	PCAT1	lncRNA	chr8
ENSG00000253543	376	AC083923.1	processed_pseudogene	chr8
ENSG00000212451	133	RNU11-4P	snRNA	chr8
ENSG00000253573	981	AC024382.1	lncRNA	chr8
ENSG00000254166	5735	CASC19	lncRNA	chr8
ENSG00000282961	12727	PRNCR1	lncRNA	chr8
ENSG00000224722	1248	AC020688.1	processed_pseudogene	chr8
ENSG00000287781	1353	AC018714.2	lncRNA	chr8
ENSG00000246228	1420	CASC8	lncRNA	chr8
ENSG00000271509	208	AC018714.1	processed_pseudogene	chr8
ENSG00000212993	4765	POU5F1B	protein_coding	chr8
ENSG00000280997	1752	CCAT2	lncRNA	chr8
ENSG00000286266	2462	AC104370.1	lncRNA	chr8
ENSG00000286010	4601	AC108925.1	lncRNA	chr8
ENSG00000249375	3301	CASC11	lncRNA	chr8
ENSG00000136997	3721	MYC	protein_coding	chr8
ENSG00000249859	2450	PVT1	lncRNA	chr8
ENSG00000283710	67	MIR1204	miRNA	chr8
ENSG00000278324	95	AC084123.1	misc_RNA	chr8
ENSG00000280055	2165	TMEM75	lncRNA	chr8
ENSG00000221771	63	MIR1205	miRNA	chr8
ENSG00000207110	164	RNVU1-32	snRNA	chr8
ENSG00000283200	59	MIR1206	miRNA	chr8
ENSG00000278275	1349	AC103705.1	transcribed_processed_pseudogene	chr8
ENSG00000222501	230	RNU4-25P	snRNA	chr8
ENSG00000221176	87	MIR1207	miRNA	chr8
ENSG00000221261	73	MIR1208	miRNA	chr8
ENSG00000201782	300	RN7SKP226	misc_RNA	chr8
ENSG00000286034	977	AC100822.1	lncRNA	chr8
ENSG00000254275	2055	LINC00824	lncRNA	chr8
ENSG00000229140	20097	CCDC26	lncRNA	chr8
ENSG00000287785	1026	AC103833.2	lncRNA	chr8
ENSG00000253225	172	AC103833.1	processed_pseudogene	chr8
ENSG00000222755	293	RN7SKP206	misc_RNA	chr8
ENSG00000253926	281	AC011257.1	lncRNA	chr8
ENSG00000263763	86	MIR3686	miRNA	chr8
ENSG00000285108	10728	AC103718.1	lncRNA	chr8
ENSG00000224110	1122	MTRF1LP2	processed_pseudogene	chr8
ENSG00000147697	2450	GSDMC	protein_coding	chr8
ENSG00000254317	917	AC022973.5	lncRNA	chr8
ENSG00000153310	4552	CYRIB	protein_coding	chr8
ENSG00000243402	575	AC022973.2	processed_pseudogene	chr8
ENSG00000200075	127	AC022973.1	snoRNA	chr8
ENSG00000254263	467	AC022973.4	lncRNA	chr8
ENSG00000253720	2211	AC022973.3	lncRNA	chr8
ENSG00000287195	2038	AC131568.1	lncRNA	chr8
ENSG00000253043	74	RNU7-181P	snRNA	chr8
ENSG00000264653	120	MIR5194	miRNA	chr8
ENSG00000153317	6344	ASAP1	protein_coding	chr8
ENSG00000200304	112	RNU6-1255P	snRNA	chr8
ENSG00000280543	2031	ASAP1-IT2	lncRNA	chr8
ENSG00000212342	156	AC103725.1	snoRNA	chr8
ENSG00000287201	1532	AC009682.1	lncRNA	chr8
ENSG00000286535	3369	AC139019.1	lncRNA	chr8
ENSG00000253656	2072	AC090987.1	lncRNA	chr8
ENSG00000155897	4421	ADCY8	protein_coding	chr8
ENSG00000253259	474	AC103726.1	lncRNA	chr8
ENSG00000253992	411	AC103726.2	lncRNA	chr8
ENSG00000253407	1185	AC087341.1	lncRNA	chr8
ENSG00000253507	884	AC104257.1	lncRNA	chr8
ENSG00000252158	94	SNORA72	snoRNA	chr8
ENSG00000254255	469	AC060788.1	processed_pseudogene	chr8
ENSG00000132294	5433	EFR3A	protein_coding	chr8
ENSG00000253117	1788	OC90	protein_coding	chr8
ENSG00000258417	2413	AC100868.1	protein_coding	chr8
ENSG00000132297	4105	HHLA1	protein_coding	chr8
ENSG00000184156	11583	KCNQ3	protein_coding	chr8
ENSG00000253521	2147	HPYR1	lncRNA	chr8
ENSG00000129295	3343	LRRC6	protein_coding	chr8
ENSG00000165071	2057	TMEM71	protein_coding	chr8
ENSG00000287095	2466	AF228727.1	lncRNA	chr8
ENSG00000129292	7822	PHF20L1	protein_coding	chr8
